configuration_id,TARGET_CLASS,criterion,Coverage,BranchCoverage,CBranchCoverage,Total_Branches,Covered_Branches,Covered_Branches_Real,Total_Goals,Covered_Goals;
CMX,bierse.controller.DefaultSettingsController,BRANCH;CBRANCH,0.3333333333333333,0.3333333333333333,0.3333333333333333,26,8,8,54,18
COVERAGE,org.templateit.Region,BRANCH;CBRANCH,1.0,1.0,1.0,24,24,24,62,62
COVERAGE,org.templateit.Region,BRANCH;CBRANCH,1.0,1.0,1.0,24,24,24,62,62
COVERAGE,org.templateit.Region,BRANCH;CBRANCH,1.0,1.0,1.0,24,24,24,62,62
COVERAGE,org.templateit.Region,BRANCH;CBRANCH,1.0,1.0,1.0,24,24,24,62,62
COVERAGE,org.templateit.Region,BRANCH;CBRANCH,1.0,1.0,1.0,24,24,24,62,62
COVERAGE,org.templateit.Region,BRANCH;CBRANCH,1.0,1.0,1.0,24,24,24,62,62
COVERAGE,org.templateit.Region,BRANCH;CBRANCH,1.0,1.0,1.0,24,24,24,62,62
COVERAGE,org.templateit.Region,BRANCH;CBRANCH,1.0,1.0,1.0,24,24,24,62,62
COVERAGE,org.templateit.Region,BRANCH;CBRANCH,1.0,1.0,1.0,24,24,24,62,62
COVERAGE,org.templateit.Region,BRANCH;CBRANCH,1.0,1.0,1.0,24,24,24,62,62
CMX,org.templateit.Region,BRANCH;CBRANCH,1.0,1.0,1.0,24,24,24,62,62
CMX,org.templateit.Region,BRANCH;CBRANCH,1.0,1.0,1.0,24,24,24,62,62
CMX,org.templateit.Region,BRANCH;CBRANCH,1.0,1.0,1.0,24,24,24,62,62
CMX,org.templateit.Region,BRANCH;CBRANCH,1.0,1.0,1.0,24,24,24,62,62
CMX,org.templateit.Region,BRANCH;CBRANCH,1.0,1.0,1.0,24,24,24,62,62
CMX,org.templateit.Region,BRANCH;CBRANCH,1.0,1.0,1.0,24,24,24,62,62
CMX,org.templateit.Region,BRANCH;CBRANCH,1.0,1.0,1.0,24,24,24,62,62
CMX,org.templateit.Region,BRANCH;CBRANCH,1.0,1.0,1.0,24,24,24,62,62
CMX,org.templateit.Region,BRANCH;CBRANCH,1.0,1.0,1.0,24,24,24,62,62
CMX,org.templateit.Region,BRANCH;CBRANCH,1.0,1.0,1.0,24,24,24,62,62
COVERAGE,bierse.controller.DefaultSettingsController,BRANCH;CBRANCH,0.3333333333333333,0.3333333333333333,0.3333333333333333,26,8,8,54,18
COVERAGE,bierse.controller.DefaultSettingsController,BRANCH;CBRANCH,0.3333333333333333,0.3333333333333333,0.3333333333333333,26,8,8,54,18
COVERAGE,bierse.controller.DefaultSettingsController,BRANCH;CBRANCH,0.3333333333333333,0.3333333333333333,0.3333333333333333,26,8,8,54,18
COVERAGE,bierse.controller.DefaultSettingsController,BRANCH;CBRANCH,0.3333333333333333,0.3333333333333333,0.3333333333333333,26,8,8,54,18
COVERAGE,bierse.controller.DefaultSettingsController,BRANCH;CBRANCH,0.3333333333333333,0.3333333333333333,0.3333333333333333,26,8,8,54,18
COVERAGE,bierse.controller.DefaultSettingsController,BRANCH;CBRANCH,0.3333333333333333,0.3333333333333333,0.3333333333333333,26,8,8,54,18
COVERAGE,bierse.controller.DefaultSettingsController,BRANCH;CBRANCH,0.3333333333333333,0.3333333333333333,0.3333333333333333,26,8,8,54,18
COVERAGE,bierse.controller.DefaultSettingsController,BRANCH;CBRANCH,0.3333333333333333,0.3333333333333333,0.3333333333333333,26,8,8,54,18
COVERAGE,bierse.controller.DefaultSettingsController,BRANCH;CBRANCH,0.3333333333333333,0.3333333333333333,0.3333333333333333,26,8,8,54,18
DEFAULT,Scanner,BRANCH;CBRANCH,0.1664626682986536,0.1713586291309669,0.1615667074663402,812,138,138,1634,272
DEFAULT,Scanner,BRANCH;CBRANCH,0.1652386780905752,0.1664626682986536,0.1640146878824969,812,134,134,1634,270
DEFAULT,Scanner,BRANCH;CBRANCH,0.1658506731946144,0.1713586291309669,0.1603427172582619,812,138,138,1634,271
DEFAULT,Scanner,BRANCH;CBRANCH,0.1646266829865361,0.1676866585067319,0.1615667074663402,812,135,135,1634,269
DEFAULT,Scanner,BRANCH;CBRANCH,0.1615667074663402,0.1640146878824969,0.1591187270501836,812,132,132,1634,264
DEFAULT,Scanner,BRANCH;CBRANCH,0.1572827417380661,0.1603427172582619,0.1542227662178702,812,129,129,1634,257
DEFAULT,Scanner,BRANCH;CBRANCH,0.1627906976744186,0.1664626682986536,0.1591187270501836,812,134,134,1634,266
DEFAULT,Scanner,BRANCH;CBRANCH,0.1646266829865361,0.1676866585067319,0.1615667074663402,812,135,135,1634,269
DEFAULT,Scanner,BRANCH;CBRANCH,0.1627906976744186,0.1664626682986536,0.1591187270501836,812,134,134,1634,266
DEFAULT,Scanner,BRANCH;CBRANCH,0.1652386780905752,0.1701346389228886,0.1603427172582619,812,137,137,1634,270
CMX,Scanner,BRANCH;CBRANCH,0.1560587515299877,0.1591187270501836,0.1529987760097919,812,128,128,1634,255
CMX,Scanner,BRANCH;CBRANCH,0.1615667074663402,0.1627906976744186,0.1603427172582619,812,131,131,1634,264
CMX,Scanner,BRANCH;CBRANCH,0.1585067319461444,0.1627906976744186,0.1542227662178702,812,131,131,1634,259
CMX,Scanner,BRANCH;CBRANCH,0.1621787025703794,0.1664626682986536,0.1578947368421052,812,134,134,1634,265
CMX,Scanner,BRANCH;CBRANCH,0.1572827417380661,0.1603427172582619,0.1542227662178702,812,129,129,1634,257
CMX,Scanner,BRANCH;CBRANCH,0.1609547123623011,0.1664626682986536,0.1554467564259486,812,134,134,1634,263
CMX,Scanner,BRANCH;CBRANCH,0.1603427172582619,0.1603427172582619,0.1603427172582619,812,129,129,1634,262
CMX,Scanner,BRANCH;CBRANCH,0.1597307221542227,0.1591187270501836,0.1529987760097919,812,128,128,1634,255
CMX,Scanner,BRANCH;CBRANCH,0.1560587515299877,0.1578947368421052,0.1542227662178702,812,127,127,1634,255
COVERAGE,Scanner,BRANCH;CBRANCH,0.1652386780905752,0.1701346389228886,0.1603427172582619,812,137,137,1634,270
COVERAGE,Scanner,BRANCH;CBRANCH,0.1652386780905752,0.1652386780905752,0.1652386780905752,812,133,133,1634,270
COVERAGE,Scanner,BRANCH;CBRANCH,0.1609547123623011,0.1627906976744186,0.1591187270501836,812,131,131,1634,263
COVERAGE,Scanner,BRANCH;CBRANCH,0.1627906976744186,0.1640146878824969,0.1615667074663402,812,132,132,1634,266
COVERAGE,Scanner,BRANCH;CBRANCH,0.1664626682986536,0.1664626682986536,0.1664626682986536,812,134,134,1634,272
COVERAGE,Scanner,BRANCH;CBRANCH,0.1621787025703794,0.1640146878824969,0.1603427172582619,812,132,132,1634,265
COVERAGE,Scanner,BRANCH;CBRANCH,0.1603427172582619,0.1627906976744186,0.1578947368421052,812,131,131,1634,262
COVERAGE,Scanner,BRANCH;CBRANCH,0.1652386780905752,0.1701346389228886,0.1603427172582619,812,137,137,1634,270
COVERAGE,Scanner,BRANCH;CBRANCH,0.1646266829865361,0.1676866585067319,0.1615667074663402,812,135,135,1634,269
COVERAGE,Scanner,BRANCH;CBRANCH,0.1621787025703794,0.1652386780905752,0.1591187270501836,812,133,133,1634,265
DEFAULT,org.objectweb.asm.jip.commons.LocalVariablesSorter,BRANCH;CBRANCH,0.9080459770114944,0.9080459770114944,0.9080459770114944,82,74,74,174,158
DEFAULT,org.objectweb.asm.jip.commons.LocalVariablesSorter,BRANCH;CBRANCH,0.9137931034482758,0.9195402298850576,0.9080459770114944,82,75,75,174,159
DEFAULT,org.objectweb.asm.jip.commons.LocalVariablesSorter,BRANCH;CBRANCH,0.9080459770114944,0.9080459770114944,0.9080459770114944,82,74,74,174,158
DEFAULT,org.objectweb.asm.jip.commons.LocalVariablesSorter,BRANCH;CBRANCH,0.9080459770114944,0.9080459770114944,0.9080459770114944,82,74,74,174,158
DEFAULT,org.objectweb.asm.jip.commons.LocalVariablesSorter,BRANCH;CBRANCH,0.9252873563218392,0.942528735632184,0.9080459770114944,82,77,77,174,161
DEFAULT,org.objectweb.asm.jip.commons.LocalVariablesSorter,BRANCH;CBRANCH,0.9080459770114944,0.9080459770114944,0.9080459770114944,82,74,74,174,158
DEFAULT,org.objectweb.asm.jip.commons.LocalVariablesSorter,BRANCH;CBRANCH,0.9252873563218392,0.942528735632184,0.9080459770114944,82,77,77,174,161
DEFAULT,org.objectweb.asm.jip.commons.LocalVariablesSorter,BRANCH;CBRANCH,0.9080459770114944,0.9080459770114944,0.9080459770114944,82,74,74,174,158
DEFAULT,org.objectweb.asm.jip.commons.LocalVariablesSorter,BRANCH;CBRANCH,0.9195402298850576,0.9310344827586208,0.9080459770114944,82,76,76,174,160
DEFAULT,org.objectweb.asm.jip.commons.LocalVariablesSorter,BRANCH;CBRANCH,0.9080459770114944,0.9080459770114944,0.9080459770114944,82,74,74,174,158
CMX,org.objectweb.asm.jip.commons.LocalVariablesSorter,BRANCH;CBRANCH,0.896551724137931,0.896551724137931,0.896551724137931,82,73,73,174,156
CMX,org.objectweb.asm.jip.commons.LocalVariablesSorter,BRANCH;CBRANCH,0.896551724137931,0.896551724137931,0.896551724137931,82,73,73,174,156
CMX,org.objectweb.asm.jip.commons.LocalVariablesSorter,BRANCH;CBRANCH,0.896551724137931,0.896551724137931,0.896551724137931,82,73,73,174,156
CMX,org.objectweb.asm.jip.commons.LocalVariablesSorter,BRANCH;CBRANCH,0.6781609195402298,0.6781609195402298,0.6781609195402298,82,54,54,174,118
CMX,org.objectweb.asm.jip.commons.LocalVariablesSorter,BRANCH;CBRANCH,0.9137931034482758,0.9195402298850576,0.9080459770114944,82,75,75,174,159
CMX,org.objectweb.asm.jip.commons.LocalVariablesSorter,BRANCH;CBRANCH,0.9137931034482758,0.9310344827586208,0.896551724137931,82,76,76,174,159
CMX,org.objectweb.asm.jip.commons.LocalVariablesSorter,BRANCH;CBRANCH,0.5977011494252874,0.5977011494252874,0.5977011494252874,82,47,47,174,104
CMX,org.objectweb.asm.jip.commons.LocalVariablesSorter,BRANCH;CBRANCH,0.9080459770114944,0.9080459770114944,0.896551724137931,82,74,74,174,157
CMX,org.objectweb.asm.jip.commons.LocalVariablesSorter,BRANCH;CBRANCH,0.9252873563218392,0.942528735632184,0.9080459770114944,82,77,77,174,161
CMX,org.objectweb.asm.jip.commons.LocalVariablesSorter,BRANCH;CBRANCH,0.9080459770114944,0.9080459770114944,0.9080459770114944,82,74,74,174,158
COVERAGE,org.objectweb.asm.jip.commons.LocalVariablesSorter,BRANCH;CBRANCH,0.6781609195402298,0.6781609195402298,0.6666666666666666,82,54,54,174,117
COVERAGE,org.objectweb.asm.jip.commons.LocalVariablesSorter,BRANCH;CBRANCH,0.9080459770114944,0.9080459770114944,0.9080459770114944,82,74,74,174,158
COVERAGE,org.objectweb.asm.jip.commons.LocalVariablesSorter,BRANCH;CBRANCH,0.896551724137931,0.896551724137931,0.896551724137931,82,73,73,174,156
COVERAGE,org.objectweb.asm.jip.commons.LocalVariablesSorter,BRANCH;CBRANCH,0.9080459770114944,0.9080459770114944,0.9080459770114944,82,74,74,174,158
COVERAGE,org.objectweb.asm.jip.commons.LocalVariablesSorter,BRANCH;CBRANCH,0.896551724137931,0.896551724137931,0.896551724137931,82,73,73,174,156
COVERAGE,org.objectweb.asm.jip.commons.LocalVariablesSorter,BRANCH;CBRANCH,0.9080459770114944,0.9080459770114944,0.9080459770114944,82,74,74,174,158
COVERAGE,org.objectweb.asm.jip.commons.LocalVariablesSorter,BRANCH;CBRANCH,0.9080459770114944,0.9080459770114944,0.9080459770114944,82,74,74,174,158
COVERAGE,org.objectweb.asm.jip.commons.LocalVariablesSorter,BRANCH;CBRANCH,0.9080459770114944,0.9080459770114944,0.9080459770114944,82,74,74,174,158
COVERAGE,org.objectweb.asm.jip.commons.LocalVariablesSorter,BRANCH;CBRANCH,0.9080459770114944,0.9080459770114944,0.9080459770114944,82,74,74,174,158
COVERAGE,org.objectweb.asm.jip.commons.LocalVariablesSorter,BRANCH;CBRANCH,0.896551724137931,0.896551724137931,0.896551724137931,82,73,73,174,156
DEFAULT,org.objectweb.asm.jip.MethodWriter,BRANCH;CBRANCH,0.5175970873786409,0.5194174757281553,0.5169902912621359,816,420,420,1648,854
DEFAULT,org.objectweb.asm.jip.MethodWriter,BRANCH;CBRANCH,0.5315533980582525,0.5339805825242718,0.5315533980582524,816,432,432,1648,878
DEFAULT,org.objectweb.asm.jip.MethodWriter,BRANCH;CBRANCH,0.5254854368932038,0.5339805825242718,0.5169902912621359,816,432,432,1648,866
DEFAULT,org.objectweb.asm.jip.MethodWriter,BRANCH;CBRANCH,0.5006067961165048,0.5,0.4963592233009709,816,404,404,1648,821
DEFAULT,org.objectweb.asm.jip.MethodWriter,BRANCH;CBRANCH,0.5533980582524272,0.5618932038834952,0.5449029126213593,816,455,455,1648,912
DEFAULT,org.objectweb.asm.jip.MethodWriter,BRANCH;CBRANCH,0.5976941747572815,0.6067961165048543,0.5898058252427184,816,492,492,1648,986
DEFAULT,org.objectweb.asm.jip.MethodWriter,BRANCH;CBRANCH,0.5612864077669903,0.5703883495145631,0.5521844660194175,816,462,462,1648,925
DEFAULT,org.objectweb.asm.jip.MethodWriter,BRANCH;CBRANCH,0.5254854368932038,0.5266990291262136,0.5242718446601942,816,426,426,1648,866
DEFAULT,org.objectweb.asm.jip.MethodWriter,BRANCH;CBRANCH,0.578883495145631,0.5885922330097088,0.5716019417475728,816,477,477,1648,956
DEFAULT,org.objectweb.asm.jip.MethodWriter,BRANCH;CBRANCH,0.5394417475728155,0.5473300970873787,0.5315533980582524,816,443,443,1648,889
CMX,org.objectweb.asm.jip.MethodWriter,BRANCH;CBRANCH,0.2688106796116505,0.2730582524271844,0.2645631067961165,816,218,218,1648,443
CMX,org.objectweb.asm.jip.MethodWriter,BRANCH;CBRANCH,0.4326456310679611,0.4368932038834951,0.433252427184466,816,352,352,1648,717
CMX,org.objectweb.asm.jip.MethodWriter,BRANCH;CBRANCH,0.399878640776699,0.4029126213592233,0.3968446601941747,816,324,324,1648,659
CMX,org.objectweb.asm.jip.MethodWriter,BRANCH;CBRANCH,0.3507281553398058,0.3531553398058252,0.3483009708737864,816,284,284,1648,578
CMX,org.objectweb.asm.jip.MethodWriter,BRANCH;CBRANCH,0.4180825242718446,0.4259708737864077,0.4150485436893203,816,343,343,1648,693
CMX,org.objectweb.asm.jip.MethodWriter,BRANCH;CBRANCH,0.3968446601941747,0.4029126213592233,0.3907766990291262,816,324,324,1648,654
CMX,org.objectweb.asm.jip.MethodWriter,BRANCH;CBRANCH,0.2633495145631068,0.2682038834951456,0.2682038834951456,816,214,214,1648,442
CMX,org.objectweb.asm.jip.MethodWriter,BRANCH;CBRANCH,0.4884708737864077,0.4951456310679611,0.4817961165048544,816,400,400,1648,805
CMX,org.objectweb.asm.jip.MethodWriter,BRANCH;CBRANCH,0.4265776699029125,0.4296116504854368,0.4235436893203883,816,346,346,1648,703
CMX,org.objectweb.asm.jip.MethodWriter,BRANCH;CBRANCH,0.3810679611650485,0.3907766990291262,0.3713592233009709,816,314,314,1648,628
COVERAGE,org.objectweb.asm.jip.MethodWriter,BRANCH;CBRANCH,0.4108009708737864,0.4174757281553398,0.404126213592233,816,336,336,1648,677
COVERAGE,org.objectweb.asm.jip.MethodWriter,BRANCH;CBRANCH,0.4641990291262136,0.4757281553398058,0.4526699029126214,816,384,384,1648,765
COVERAGE,org.objectweb.asm.jip.MethodWriter,BRANCH;CBRANCH,0.3537621359223301,0.3567961165048544,0.3507281553398058,816,286,286,1648,583
COVERAGE,org.objectweb.asm.jip.MethodWriter,BRANCH;CBRANCH,0.3816747572815534,0.3859223300970874,0.3774271844660194,816,310,310,1648,629
COVERAGE,org.objectweb.asm.jip.MethodWriter,BRANCH;CBRANCH,0.3561893203883495,0.3604368932038835,0.3519417475728155,816,290,290,1648,587
COVERAGE,org.objectweb.asm.jip.MethodWriter,BRANCH;CBRANCH,0.3731796116504854,0.3762135922330097,0.3701456310679611,816,302,302,1648,615
COVERAGE,org.objectweb.asm.jip.MethodWriter,BRANCH;CBRANCH,0.3319174757281553,0.3361650485436893,0.3276699029126214,816,270,270,1648,547
COVERAGE,org.objectweb.asm.jip.MethodWriter,BRANCH;CBRANCH,0.3756067961165048,0.3786407766990291,0.3725728155339806,816,304,304,1648,619
COVERAGE,org.objectweb.asm.jip.MethodWriter,BRANCH;CBRANCH,0.2797330097087378,0.2839805825242718,0.2754854368932038,816,227,227,1648,461
COVERAGE,org.objectweb.asm.jip.MethodWriter,BRANCH;CBRANCH,0.3307038834951457,0.3361650485436893,0.3276699029126214,816,270,270,1648,547
DEFAULT,org.objectweb.asm.jip.ClassReader,BRANCH;CBRANCH,0.4932680538555691,0.4932680538555691,0.4932680538555691,804,390,390,1634,806
DEFAULT,org.objectweb.asm.jip.ClassReader,BRANCH;CBRANCH,0.5495716034271725,0.5507955936352509,0.5483476132190942,804,437,437,1634,898
DEFAULT,org.objectweb.asm.jip.ClassReader,BRANCH;CBRANCH,0.4969400244798041,0.5042839657282742,0.4895960832313341,804,399,399,1634,812
DEFAULT,org.objectweb.asm.jip.ClassReader,BRANCH;CBRANCH,0.4865361077111383,0.4871481028151774,0.4859241126070991,804,385,385,1634,795
DEFAULT,org.objectweb.asm.jip.ClassReader,BRANCH;CBRANCH,0.6468788249694002,0.6499388004895961,0.6438188494492044,804,518,518,1634,1057
DEFAULT,org.objectweb.asm.jip.ClassReader,BRANCH;CBRANCH,0.5850673194614443,0.5850673194614443,0.5850673194614443,804,465,465,1634,956
DEFAULT,org.objectweb.asm.jip.ClassReader,BRANCH;CBRANCH,0.4859241126070991,0.4859241126070991,0.4859241126070991,804,384,384,1634,794
DEFAULT,org.objectweb.asm.jip.ClassReader,BRANCH;CBRANCH,0.6364749082007344,0.6462668298653611,0.6266829865361077,804,515,515,1634,1040
DEFAULT,org.objectweb.asm.jip.ClassReader,BRANCH;CBRANCH,0.5201958384332925,0.5226438188494492,0.5177478580171359,804,414,414,1634,850
DEFAULT,org.objectweb.asm.jip.ClassReader,BRANCH;CBRANCH,0.5122399020807833,0.5152998776009792,0.5091799265605875,804,408,408,1634,837
DEFAULT,com.gbshape.dbe.sapdb.SapdbTableList,BRANCH;CBRANCH,0.1538461538461538,0.1538461538461538,0.1538461538461538,12,1,1,26,4
DEFAULT,com.gbshape.dbe.sapdb.SapdbTableList,BRANCH;CBRANCH,0.1538461538461538,0.1538461538461538,0.1538461538461538,12,1,1,26,4
DEFAULT,com.gbshape.dbe.sapdb.SapdbTableList,BRANCH;CBRANCH,0.1538461538461538,0.1538461538461538,0.1538461538461538,12,1,1,26,4
DEFAULT,com.gbshape.dbe.sapdb.SapdbTableList,BRANCH;CBRANCH,0.1538461538461538,0.1538461538461538,0.1538461538461538,12,1,1,26,4
DEFAULT,com.gbshape.dbe.sapdb.SapdbTableList,BRANCH;CBRANCH,0.1538461538461538,0.1538461538461538,0.1538461538461538,12,1,1,26,4
DEFAULT,com.gbshape.dbe.sapdb.SapdbTableList,BRANCH;CBRANCH,0.1538461538461538,0.1538461538461538,0.1538461538461538,12,1,1,26,4
DEFAULT,com.gbshape.dbe.sapdb.SapdbTableList,BRANCH;CBRANCH,0.1538461538461538,0.1538461538461538,0.1538461538461538,12,1,1,26,4
DEFAULT,com.gbshape.dbe.sapdb.SapdbTableList,BRANCH;CBRANCH,0.1538461538461538,0.1538461538461538,0.1538461538461538,12,1,1,26,4
DEFAULT,com.gbshape.dbe.sapdb.SapdbTableList,BRANCH;CBRANCH,0.1538461538461538,0.1538461538461538,0.1538461538461538,12,1,1,26,4
DEFAULT,com.gbshape.dbe.sapdb.SapdbTableList,BRANCH;CBRANCH,0.1538461538461538,0.1538461538461538,0.1538461538461538,12,1,1,26,4
CMX,org.objectweb.asm.jip.ClassReader,BRANCH;CBRANCH,0.5581395348837209,0.5605875152998776,0.5556915544675642,804,445,445,1634,912
CMX,org.objectweb.asm.jip.ClassReader,BRANCH;CBRANCH,0.5777233782129743,0.5789473684210527,0.576499388004896,804,460,460,1634,944
CMX,org.objectweb.asm.jip.ClassReader,BRANCH;CBRANCH,0.4926560587515299,0.4932680538555691,0.4920440636474908,804,390,390,1634,805
CMX,org.objectweb.asm.jip.ClassReader,BRANCH;CBRANCH,0.4277845777233782,0.4357405140758874,0.419828641370869,804,343,343,1634,699
CMX,org.objectweb.asm.jip.ClassReader,BRANCH;CBRANCH,0.4473684210526316,0.449204406364749,0.4455324357405141,804,354,354,1634,731
CMX,org.objectweb.asm.jip.ClassReader,BRANCH;CBRANCH,0.5630354957160342,0.5642594859241126,0.5618115055079559,804,448,448,1634,920
CMX,org.objectweb.asm.jip.ClassReader,BRANCH;CBRANCH,0.5146878824969401,0.5165238678090576,0.5128518971848225,804,409,409,1634,841
CMX,org.objectweb.asm.jip.ClassReader,BRANCH;CBRANCH,0.4302325581395348,0.430844553243574,0.4296205630354957,804,339,339,1634,703
CMX,org.objectweb.asm.jip.ClassReader,BRANCH;CBRANCH,0.517747858017136,0.5189718482252142,0.5165238678090576,804,411,411,1634,846
CMX,org.objectweb.asm.jip.ClassReader,BRANCH;CBRANCH,0.4296205630354957,0.4908200734394125,0.3757649938800489,804,388,388,1634,708
DEFAULT,net.sf.lavalamp.device.TimeOfDay,BRANCH;CBRANCH,1.0,1.0,1.0,12,12,12,36,36
DEFAULT,net.sf.lavalamp.device.TimeOfDay,BRANCH;CBRANCH,1.0,1.0,1.0,12,12,12,36,36
DEFAULT,net.sf.lavalamp.device.TimeOfDay,BRANCH;CBRANCH,1.0,1.0,1.0,12,12,12,36,36
DEFAULT,net.sf.lavalamp.device.TimeOfDay,BRANCH;CBRANCH,1.0,1.0,1.0,12,12,12,36,36
DEFAULT,net.sf.lavalamp.device.TimeOfDay,BRANCH;CBRANCH,1.0,1.0,1.0,12,12,12,36,36
DEFAULT,net.sf.lavalamp.device.TimeOfDay,BRANCH;CBRANCH,1.0,1.0,1.0,12,12,12,36,36
DEFAULT,net.sf.lavalamp.device.TimeOfDay,BRANCH;CBRANCH,1.0,1.0,1.0,12,12,12,36,36
DEFAULT,net.sf.lavalamp.device.TimeOfDay,BRANCH;CBRANCH,1.0,1.0,1.0,12,12,12,36,36
DEFAULT,net.sf.lavalamp.device.TimeOfDay,BRANCH;CBRANCH,1.0,1.0,1.0,12,12,12,36,36
DEFAULT,net.sf.lavalamp.device.TimeOfDay,BRANCH;CBRANCH,1.0,1.0,1.0,12,12,12,36,36
COVERAGE,org.objectweb.asm.jip.ClassReader,BRANCH;CBRANCH,0.5012239902080783,0.605875152998776,0.5593635250917993,804,482,482,1634,952
COVERAGE,org.objectweb.asm.jip.ClassReader,BRANCH;CBRANCH,0.3151774785801713,0.3219094247246022,0.3084455324357405,804,250,250,1634,515
COVERAGE,org.objectweb.asm.jip.ClassReader,BRANCH;CBRANCH,0.5073439412484699,0.5079559363525091,0.5067319461444308,804,402,402,1634,829
COVERAGE,org.objectweb.asm.jip.ClassReader,BRANCH;CBRANCH,0.6321909424724602,0.6328029375764994,0.631578947368421,804,504,504,1634,1033
COVERAGE,org.objectweb.asm.jip.ClassReader,BRANCH;CBRANCH,0.5006119951040392,0.5018359853121175,0.4993880048959608,804,397,397,1634,818
COVERAGE,org.objectweb.asm.jip.ClassReader,BRANCH;CBRANCH,0.5367197062423501,0.5385556915544676,0.5348837209302325,804,427,427,1634,877
COVERAGE,org.objectweb.asm.jip.ClassReader,BRANCH;CBRANCH,0.5795593635250917,0.5936352509179926,0.565483476132191,804,472,472,1634,947
COVERAGE,org.objectweb.asm.jip.ClassReader,BRANCH;CBRANCH,0.4736842105263157,0.4736842105263157,0.4736842105263157,804,374,374,1634,774
COVERAGE,org.objectweb.asm.jip.ClassReader,BRANCH;CBRANCH,0.4895960832313342,0.5189718482252142,0.4602203182374541,804,411,411,1634,800
COVERAGE,org.objectweb.asm.jip.ClassReader,BRANCH;CBRANCH,0.4798041615667074,0.4798041615667074,0.4798041615667074,804,379,379,1634,784
CMX,net.sf.lavalamp.device.TimeOfDay,BRANCH;CBRANCH,1.0,1.0,1.0,12,12,12,36,36
CMX,net.sf.lavalamp.device.TimeOfDay,BRANCH;CBRANCH,1.0,1.0,1.0,12,12,12,36,36
CMX,net.sf.lavalamp.device.TimeOfDay,BRANCH;CBRANCH,1.0,1.0,1.0,12,12,12,36,36
CMX,net.sf.lavalamp.device.TimeOfDay,BRANCH;CBRANCH,1.0,1.0,1.0,12,12,12,36,36
CMX,net.sf.lavalamp.device.TimeOfDay,BRANCH;CBRANCH,1.0,1.0,1.0,12,12,12,36,36
CMX,net.sf.lavalamp.device.TimeOfDay,BRANCH;CBRANCH,1.0,1.0,1.0,12,12,12,36,36
CMX,net.sf.lavalamp.device.TimeOfDay,BRANCH;CBRANCH,1.0,1.0,1.0,12,12,12,36,36
CMX,net.sf.lavalamp.device.TimeOfDay,BRANCH;CBRANCH,1.0,1.0,1.0,12,12,12,36,36
CMX,net.sf.lavalamp.device.TimeOfDay,BRANCH;CBRANCH,1.0,1.0,1.0,12,12,12,36,36
CMX,net.sf.lavalamp.device.TimeOfDay,BRANCH;CBRANCH,1.0,1.0,1.0,12,12,12,36,36
COVERAGE,net.sf.lavalamp.device.TimeOfDay,BRANCH;CBRANCH,1.0,1.0,1.0,12,12,12,36,36
COVERAGE,net.sf.lavalamp.device.TimeOfDay,BRANCH;CBRANCH,1.0,1.0,1.0,12,12,12,36,36
COVERAGE,net.sf.lavalamp.device.TimeOfDay,BRANCH;CBRANCH,1.0,1.0,1.0,12,12,12,36,36
COVERAGE,net.sf.lavalamp.device.TimeOfDay,BRANCH;CBRANCH,1.0,1.0,1.0,12,12,12,36,36
COVERAGE,net.sf.lavalamp.device.TimeOfDay,BRANCH;CBRANCH,1.0,1.0,1.0,12,12,12,36,36
COVERAGE,net.sf.lavalamp.device.TimeOfDay,BRANCH;CBRANCH,1.0,1.0,1.0,12,12,12,36,36
COVERAGE,net.sf.lavalamp.device.TimeOfDay,BRANCH;CBRANCH,1.0,1.0,1.0,12,12,12,36,36
COVERAGE,net.sf.lavalamp.device.TimeOfDay,BRANCH;CBRANCH,1.0,1.0,1.0,12,12,12,36,36
COVERAGE,net.sf.lavalamp.device.TimeOfDay,BRANCH;CBRANCH,1.0,1.0,1.0,12,12,12,36,36
COVERAGE,net.sf.lavalamp.device.TimeOfDay,BRANCH;CBRANCH,1.0,1.0,1.0,12,12,12,36,36
CMX,com.gbshape.dbe.sapdb.SapdbTableList,BRANCH;CBRANCH,0.1538461538461538,0.1538461538461538,0.1538461538461538,12,1,1,26,4
CMX,com.gbshape.dbe.sapdb.SapdbTableList,BRANCH;CBRANCH,0.1538461538461538,0.1538461538461538,0.1538461538461538,12,1,1,26,4
CMX,com.gbshape.dbe.sapdb.SapdbTableList,BRANCH;CBRANCH,0.1538461538461538,0.1538461538461538,0.1538461538461538,12,1,1,26,4
CMX,com.gbshape.dbe.sapdb.SapdbTableList,BRANCH;CBRANCH,0.1538461538461538,0.1538461538461538,0.1538461538461538,12,1,1,26,4
CMX,com.gbshape.dbe.sapdb.SapdbTableList,BRANCH;CBRANCH,0.1538461538461538,0.1538461538461538,0.1538461538461538,12,1,1,26,4
CMX,com.gbshape.dbe.sapdb.SapdbTableList,BRANCH;CBRANCH,0.1538461538461538,0.1538461538461538,0.1538461538461538,12,1,1,26,4
CMX,com.gbshape.dbe.sapdb.SapdbTableList,BRANCH;CBRANCH,0.1538461538461538,0.1538461538461538,0.1538461538461538,12,1,1,26,4
CMX,com.gbshape.dbe.sapdb.SapdbTableList,BRANCH;CBRANCH,0.1538461538461538,0.1538461538461538,0.1538461538461538,12,1,1,26,4
